1000 2 0 0
0 198 391
1 460 969
2 714 308
3 213 534
4 883 276
5 253 189
6 149 832
7 453 172
8 349 765
9 734 788
10 966 211
11 1000 81
12 715 848
13 500 868
14 927 871
15 556 92
16 137 686
17 229 153
18 901 333
19 0 765
20 655 951
21 379 900
22 239 54
23 152 955
24 264 614
25 431 697
26 136 671
27 304 409
28 679 537
29 64 731
30 400 541
31 0 606
32 925 852
33 831 732
34 385 906
35 38 806
36 846 662
37 1000 514
38 782 0
39 30 693
40 1000 512
41 489 245
42 36 116
43 841 645
44 789 598
45 410 0
46 343 533
47 812 208
48 248 317
49 864 874
50 931 37
51 116 768
52 865 372
53 156 164
54 204 83
55 99 922
56 359 359
57 289 640
58 806 741
59 1000 775
60 341 69
61 594 275
62 409 624
63 760 387
64 303 238
65 330 809
66 537 542
67 669 824
68 749 482
69 390 856
70 446 281
71 431 396
72 557 457
73 735 856
74 504 732
75 36 407
76 365 313
77 222 762
78 648 809
79 234 619
80 536 866
81 106 221
82 75 460
83 456 112
84 279 555
85 839 74
86 168 1000
87 149 799
88 300 138
89 548 467
90 460 321
91 426 218
92 589 506
93 548 389
94 415 656
95 697 331
96 526 216
97 0 938
98 565 968
99 427 722
100 960 413
101 584 127
102 117 967
103 356 484
104 516 426
105 867 528
106 246 663
107 400 567
108 826 476
109 430 640
110 609 480
111 100 90
112 661 476
113 160 207
114 722 493
115 896 128
116 850 200
117 75 825
118 277 66
119 682 41
120 787 411
121 1000 976
122 74 651
123 360 346
124 329 495
125 504 94
126 886 351
127 231 575
128 355 519
129 197 246
130 588 640
131 697 118
132 82 536
133 113 875
134 932 973
135 871 176
136 467 551
137 346 748
138 669 888
139 179 496
140 630 876
141 896 647
142 470 634
143 1000 943
144 91 219
145 596 418
146 941 641
147 1000 502
148 346 364
149 873 640
150 927 963
151 144 89
152 455 388
153 541 547
154 813 562
155 139 116
156 645 555
157 210 484
158 197 396
159 284 1000
160 970 1000
161 598 1000
162 98 435
163 466 353
164 821 353
165 962 74
166 598 86
167 249 108
168 364 495
169 336 766
170 871 505
171 189 592
172 115 904
173 836 897
174 836 159
175 513 448
176 262 613
177 182 581
178 421 117
179 473 888
180 927 666
181 1000 882
182 1000 669
183 85 895
184 293 328
185 664 48
186 106 459
187 844 806
188 648 88
189 527 473
190 931 710
191 475 286
192 151 686
193 624 201
194 951 200
195 605 895
196 487 132
197 45 119
198 908 61
199 245 739
200 95 493
201 246 597
202 860 802
203 275 631
204 0 404
205 291 385
206 406 785
207 310 105
208 527 518
209 321 799
210 346 423
211 136 332
212 183 411
213 519 301
214 76 372
215 648 637
216 327 951
217 906 384
218 1000 704
219 867 379
220 596 911
221 860 359
222 596 672
223 773 802
224 204 303
225 413 846
226 801 619
227 532 690
228 240 478
229 557 27
230 492 953
231 960 314
232 594 679
233 470 796
234 241 347
235 490 963
236 524 937
237 173 647
238 398 700
239 434 92
240 432 810
241 821 864
242 598 954
243 75 566
244 333 616
245 0 53
246 722 483
247 591 498
248 515 0
249 73 937
250 1000 832
251 805 50
252 548 1000
253 501 28
254 98 32
255 241 87
256 98 823
257 708 105
258 63 175
259 0 802
260 798 689
261 713 447
262 900 796
263 309 551
264 66 29
265 773 246
266 810 621
267 108 508
268 370 349
269 88 531
270 512 513
271 363 524
272 714 802
273 811 167
274 444 785
275 327 480
276 0 300
277 686 810
278 42 90
279 84 531
280 1000 220
281 533 523
282 1000 327
283 658 208
284 465 652
285 183 670
286 589 886
287 440 135
288 676 788
289 809 53
290 972 126
291 233 303
292 512 956
293 701 407
294 52 462
295 238 34
296 327 686
297 936 554
298 303 186
299 191 528
300 752 156
301 869 669
302 536 942
303 788 931
304 425 1000
305 204 188
306 567 932
307 173 704
308 931 243
309 932 934
310 589 784
311 333 948
312 474 354
313 560 857
314 441 405
315 768 859
316 855 937
317 1000 848
318 0 706
319 744 846
320 136 64
321 1000 185
322 330 0
323 701 1000
324 406 834
325 762 872
326 175 1000
327 503 54
328 1000 766
329 61 282
330 445 224
331 875 806
332 908 912
333 836 251
334 501 193
335 335 29
336 333 464
337 324 53
338 14 1000
339 73 302
340 170 354
341 210 472
342 417 1000
343 401 715
344 857 643
345 431 189
346 872 465
347 665 781
348 73 778
349 770 56
350 174 337
351 523 561
352 632 38
353 37 711
354 80 210
355 238 620
356 940 774
357 561 487
358 317 903
359 645 206
360 328 192
361 37 278
362 579 516
363 794 722
364 105 150
365 178 647
366 114 84
367 197 955
368 104 302
369 840 706
370 820 356
371 691 796
372 317 404
373 59 600
374 864 767
375 618 226
376 406 886
377 161 346
378 566 305
379 264 603
380 599 814
381 1000 693
382 539 510
383 392 724
384 476 439
385 892 103
386 192 357
387 533 0
388 159 846
389 66 676
390 542 635
391 613 215
392 322 837
393 699 283
394 401 566
395 694 788
396 56 345
397 592 823
398 666 711
399 708 421
400 589 840
401 903 367
402 267 304
403 687 847
404 65 1000
405 711 475
406 857 167
407 228 414
408 373 826
409 824 943
410 291 91
411 311 1000
412 320 725
413 173 875
414 625 873
415 958 250
416 915 0
417 781 252
418 388 275
419 105 377
420 862 194
421 361 564
422 256 837
423 511 925
424 736 545
425 237 81
426 539 35
427 559 916
428 140 422
429 48 936
430 700 898
431 163 88
432 232 572
433 58 129
434 135 521
435 513 642
436 396 315
437 399 29
438 953 208
439 1000 908
440 617 411
441 794 348
442 416 256
443 718 604
444 232 352
445 409 348
446 326 493
447 907 739
448 645 342
449 183 0
450 296 968
451 640 166
452 926 71
453 947 731
454 890 0
455 391 366
456 227 627
457 785 548
458 306 875
459 0 170
460 877 306
461 955 326
462 685 499
463 442 815
464 545 324
465 633 558
466 436 878
467 727 166
468 661 57
469 677 156
470 0 347
471 343 199
472 322 685
473 1000 45
474 974 237
475 785 69
476 222 316
477 526 957
478 49 466
479 457 122
480 0 774
481 126 144
482 817 266
483 399 431
484 635 599
485 507 290
486 440 565
487 763 659
488 96 608
489 544 940
490 232 297
491 668 149
492 735 918
493 971 849
494 598 953
495 99 547
496 791 320
497 488 861
498 789 479
499 238 365
500 191 126
501 629 302
502 836 433
503 411 963
504 0 10
505 741 0
506 318 234
507 74 932
508 1000 93
509 27 760
510 274 795
511 580 68
512 135 188
513 942 1000
514 268 66
515 717 647
516 780 524
517 873 264
518 171 81
519 164 385
520 139 158
521 285 792
522 402 185
523 890 332
524 208 227
525 919 326
526 437 166
527 0 629
528 684 644
529 714 889
530 0 137
531 0 764
532 385 894
533 862 305
534 350 262
535 817 809
536 64 109
537 520 244
538 490 872
539 544 667
540 337 277
541 567 1000
542 400 302
543 1000 557
544 754 352
545 917 520
546 209 615
547 150 549
548 326 687
549 360 126
550 449 178
551 708 546
552 460 295
553 146 373
554 0 643
555 816 509
556 943 641
557 253 400
558 233 929
559 585 912
560 321 802
561 842 653
562 174 594
563 325 902
564 697 0
565 626 0
566 0 87
567 97 249
568 70 391
569 490 98
570 773 393
571 682 222
572 831 582
573 527 438
574 445 696
575 608 550
576 953 1000
577 117 143
578 524 797
579 363 947
580 262 431
581 921 444
582 91 357
583 169 668
584 0 221
585 50 1000
586 916 781
587 780 844
588 75 35
589 895 101
590 783 354
591 567 785
592 145 88
593 101 914
594 254 254
595 42 87
596 494 615
597 250 204
598 50 92
599 867 294
600 752 0
601 108 236
602 896 161
603 670 436
604 0 377
605 507 730
606 775 0
607 295 973
608 722 231
609 872 274
610 135 304
611 534 77
612 532 1000
613 616 694
614 316 730
615 26 568
616 196 163
617 544 418
618 51 30
619 297 360
620 366 899
621 493 335
622 968 344
623 633 623
624 764 285
625 494 1000
626 359 703
627 745 341
628 235 59
629 254 592
630 907 46
631 0 676
632 497 484
633 559 873
634 649 594
635 734 802
636 177 101
637 567 797
638 718 903
639 772 218
640 76 536
641 812 135
642 1000 97
643 1000 66
644 974 325
645 27 453
646 89 885
647 359 923
648 511 683
649 200 33
650 689 707
651 377 507
652 655 549
653 644 662
654 933 350
655 807 834
656 542 747
657 401 381
658 697 450
659 290 761
660 626 278
661 764 26
662 335 573
663 181 459
664 265 669
665 814 69
666 666 330
667 731 928
668 376 1000
669 669 724
670 967 870
671 460 938
672 468 278
673 261 762
674 425 213
675 874 654
676 73 1000
677 596 506
678 378 728
679 131 86
680 940 896
681 516 102
682 606 547
683 180 740
684 607 409
685 728 348
686 113 813
687 959 628
688 131 333
689 318 507
690 534 642
691 0 491
692 155 509
693 476 809
694 383 461
695 213 812
696 730 759
697 336 600
698 792 518
699 26 220
700 747 539
701 934 368
702 438 962
703 592 171
704 581 460
705 781 728
706 911 75
707 797 82
708 373 386
709 705 78
710 529 361
711 359 158
712 338 963
713 431 268
714 116 862
715 840 725
716 294 299
717 582 907
718 739 862
719 608 654
720 626 331
721 905 911
722 247 457
723 293 75
724 565 124
725 926 737
726 136 840
727 31 598
728 709 364
729 472 417
730 502 711
731 854 301
732 1000 151
733 465 299
734 276 198
735 843 0
736 521 595
737 291 884
738 746 1000
739 329 777
740 603 271
741 306 750
742 775 0
743 854 119
744 516 352
745 926 710
746 467 957
747 165 464
748 439 198
749 517 935
750 1000 202
751 602 535
752 781 870
753 926 571
754 558 640
755 672 607
756 202 561
757 297 295
758 774 723
759 330 416
760 567 305
761 937 671
762 260 695
763 724 822
764 488 676
765 174 308
766 193 305
767 251 770
768 373 217
769 779 270
770 376 954
771 53 830
772 934 877
773 176 402
774 830 901
775 342 968
776 156 973
777 377 132
778 442 701
779 528 32
780 666 229
781 321 201
782 824 64
783 545 537
784 111 722
785 865 395
786 639 136
787 559 482
788 534 504
789 293 1000
790 791 561
791 523 580
792 721 616
793 741 867
794 76 771
795 892 1000
796 472 674
797 164 826
798 233 176
799 556 668
800 920 732
801 434 615
802 438 343
803 715 777
804 900 81
805 143 938
806 457 652
807 37 293
808 943 315
809 912 397
810 842 833
811 159 890
812 295 881
813 848 230
814 380 93
815 30 296
816 35 96
817 575 580
818 332 793
819 36 251
820 395 284
821 323 221
822 570 377
823 316 478
824 259 748
825 296 136
826 568 714
827 594 389
828 223 1000
829 446 526
830 833 762
831 690 239
832 331 369
833 238 382
834 953 860
835 840 851
836 893 131
837 739 249
838 86 472
839 358 50
840 0 532
841 531 325
842 364 562
843 137 178
844 453 716
845 491 753
846 204 886
847 119 0
848 402 928
849 751 494
850 738 972
851 1000 884
852 912 121
853 204 919
854 457 604
855 383 675
856 193 204
857 647 785
858 736 197
859 128 290
860 744 756
861 476 322
862 932 441
863 743 295
864 772 544
865 304 855
866 294 595
867 418 317
868 439 653
869 836 440
870 536 454
871 886 439
872 170 814
873 200 583
874 827 427
875 679 799
876 437 295
877 750 861
878 494 371
879 878 195
880 0 626
881 665 697
882 192 313
883 129 430
884 199 500
885 959 123
886 377 558
887 572 319
888 598 273
889 759 423
890 302 400
891 769 208
892 82 288
893 205 684
894 0 131
895 894 494
896 162 234
897 220 363
898 165 204
899 317 87
900 393 803
901 894 796
902 758 341
903 144 1000
904 945 191
905 812 624
906 198 218
907 490 599
908 696 295
909 69 0
910 84 458
911 528 0
912 1000 580
913 441 609
914 217 79
915 402 713
916 649 173
917 966 441
918 429 620
919 937 446
920 453 330
921 40 343
922 853 261
923 617 39
924 934 843
925 114 915
926 495 115
927 810 474
928 178 781
929 800 406
930 716 600
931 570 48
932 1000 123
933 781 294
934 488 754
935 569 188
936 779 165
937 259 592
938 397 332
939 954 812
940 104 122
941 186 946
942 396 695
943 585 191
944 302 613
945 273 772
946 572 964
947 340 108
948 933 903
949 917 135
950 886 158
951 155 604
952 438 187
953 643 265
954 357 344
955 926 330
956 406 428
957 366 783
958 318 350
959 247 438
960 884 65
961 614 507
962 399 683
963 652 1000
964 730 911
965 857 432
966 965 182
967 582 62
968 397 178
969 295 683
970 163 220
971 665 569
972 33 1000
973 335 546
974 609 1000
975 142 809
976 974 950
977 871 451
978 893 664
979 463 45
980 108 1000
981 899 275
982 579 329
983 385 130
984 134 586
985 591 404
986 524 652
987 891 411
988 566 567
989 912 463
990 152 743
991 34 811
992 400 281
993 894 374
994 489 888
995 806 1000
996 0 0
997 1000 1000
998 0 1000
999 1000 0
